SCHOOL YEAR,DATE OF REPORT,COUNTY,STATE DISTRICT ID,DISTRICT NAME,SUBGROUP CODE,SUBGROUP NAME,PK12 TOTAL,GRADE 9,GRADE 10,GRADE 11,GRADE 12
2018-19,6/30/2019,KINGS,331600010000,NYC GEOG DIST #16 - BROOKLYN,02,Female,3157,186,168,196,210
2018-19,6/30/2019,KINGS,331600010000,NYC GEOG DIST #16 - BROOKLYN,03,Male,3479,224,267,262,297
2018-19,6/30/2019,KINGS,331700010000,NYC GEOG DIST #17 - BROOKLYN,02,Female,10739,977,978,866,786
2018-19,6/30/2019,KINGS,331700010000,NYC GEOG DIST #17 - BROOKLYN,03,Male,10661,863,825,789,890
2018-19,6/30/2019,KINGS,331800010000,NYC GEOG DIST #18 - BROOKLYN,02,Female,7175,399,469,431,446
2018-19,6/30/2019,KINGS,331800010000,NYC GEOG DIST #18 - BROOKLYN,03,Male,7649,590,552,498,527
2018-19,6/30/2019,KINGS,331900010000,NYC GEOG DIST #19 - BROOKLYN,02,Female,10443,638,588,525,488
2018-19,6/30/2019,KINGS,331900010000,NYC GEOG DIST #19 - BROOKLYN,03,Male,11379,942,793,599,547
2018-19,6/30/2019,KINGS,332000010000,NYC GEOG DIST #20 - BROOKLYN,02,Female,25731,1597,1610,1291,1287
2018-19,6/30/2019,KINGS,332000010000,NYC GEOG DIST #20 - BROOKLYN,03,Male,27851,2121,1964,1347,1408
2018-19,6/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,02,Female,17914,1552,1415,1241,1211
2018-19,6/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,03,Male,18926,1675,1612,1224,1199
2018-19,6/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,02,Female,17835,1396,1397,1216,1222
2018-19,6/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,03,Male,18031,1466,1433,1053,1098
2018-19,6/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,02,Female,4349,120,138,126,153
2018-19,6/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,03,Male,5019,235,232,240,262
2018-19,6/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,02,Female,5233,247,252,285,264
2018-19,6/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,03,Male,5552,316,332,262,288
2018-19,6/30/2019,QUEENS,342400010000,NYC GEOG DIST #24 - QUEENS,02,Female,28276,1533,1585,1319,1396
2018-19,6/30/2019,QUEENS,342400010000,NYC GEOG DIST #24 - QUEENS,03,Male,31295,2289,2112,1640,1853
2018-19,6/30/2019,QUEENS,342500010000,NYC GEOG DIST #25 - QUEENS,02,Female,19004,1468,1282,1251,1125
2018-19,6/30/2019,QUEENS,342500010000,NYC GEOG DIST #25 - QUEENS,03,Male,19700,1433,1241,1115,990
2018-19,6/30/2019,QUEENS,342600010000,NYC GEOG DIST #26 - QUEENS,02,Female,15909,2018,1628,1564,1558
2018-19,6/30/2019,QUEENS,342600010000,NYC GEOG DIST #26 - QUEENS,03,Male,16723,2123,1697,1532,1553
2018-19,6/30/2019,QUEENS,342700010000,NYC GEOG DIST #27  - QUEENS,02,Female,21552,1347,1251,1028,898
2018-19,6/30/2019,QUEENS,342700010000,NYC GEOG DIST #27  - QUEENS,03,Male,23489,1776,1453,1184,1078
2018-19,6/30/2019,QUEENS,342800010000,NYC GEOG DIST #28 - QUEENS,02,Female,20763,1964,1874,1714,1804
2018-19,6/30/2019,QUEENS,342800010000,NYC GEOG DIST #28 - QUEENS,03,Male,21286,2049,1972,1711,1678
2018-19,6/30/2019,QUEENS,342900010000,NYC GEOG DIST #29 - QUEENS,02,Female,12977,416,455,483,504
2018-19,6/30/2019,QUEENS,342900010000,NYC GEOG DIST #29 - QUEENS,03,Male,14019,593,628,563,550
2018-19,6/30/2019,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,02,Female,20080,1342,1296,1215,1077
2018-19,6/30/2019,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,03,Male,20535,1531,1359,1118,1149
2018-19,6/30/2019,RICHMOND,353100010000,NYC GEOG DIST #31 - SI,02,Female,30435,2448,2259,2180,1886
2018-19,6/30/2019,RICHMOND,353100010000,NYC GEOG DIST #31 - SI,03,Male,31587,2526,2343,2245,1841
2017-18,10/11/2018,NEW YORK,307500010000,NYC SPEC SCHOOLS - DIST 75,02,Female,6502,199,194,87,111
2017-18,10/11/2018,NEW YORK,307500010000,NYC SPEC SCHOOLS - DIST 75,03,Male,17881,466,404,210,247
2017-18,10/11/2018,NEW YORK,310100010000,NYC GEOG DIST # 1 - MANHATTAN,02,Female,5505,336,449,435,415
2017-18,10/11/2018,NEW YORK,310100010000,NYC GEOG DIST # 1 - MANHATTAN,03,Male,5921,368,445,428,367
2017-18,10/11/2018,NEW YORK,310200010000,NYC GEOG DIST # 2 - MANHATTAN,02,Female,32791,4886,5064,4547,4600
2017-18,10/11/2018,NEW YORK,310200010000,NYC GEOG DIST # 2 - MANHATTAN,03,Male,29904,4306,4289,3663,3673
2017-18,10/11/2018,NEW YORK,310300010000,NYC GEOG DIST # 3 - MANHATTAN,02,Female,12084,1414,1352,1298,1216
2017-18,10/11/2018,NEW YORK,310300010000,NYC GEOG DIST # 3 - MANHATTAN,03,Male,10333,912,908,869,792
2017-18,10/11/2018,NEW YORK,310400010000,NYC GEOG DIST # 4 - MANHATTAN,02,Female,6716,524,515,486,485
2017-18,10/11/2018,NEW YORK,310400010000,NYC GEOG DIST # 4 - MANHATTAN,03,Male,6441,415,438,366,373
2017-18,10/11/2018,NEW YORK,310500010000,NYC GEOG DIST # 5 - MANHATTAN,02,Female,5459,474,471,383,409
2017-18,10/11/2018,NEW YORK,310500010000,NYC GEOG DIST # 5 - MANHATTAN,03,Male,6107,568,519,416,437
2017-18,10/11/2018,NEW YORK,310600010000,NYC GEOG DIST # 6 - MANHATTAN,02,Female,11048,752,691,591,576
2017-18,10/11/2018,NEW YORK,310600010000,NYC GEOG DIST # 6 - MANHATTAN,03,Male,11389,844,702,610,620
2017-18,10/11/2018,BRONX,320700010000,NYC GEOG DIST # 7 - BRONX,02,Female,9262,768,883,761,781
2017-18,10/11/2018,BRONX,320700010000,NYC GEOG DIST # 7 - BRONX,03,Male,10348,1133,1003,839,805
2017-18,10/11/2018,BRONX,320800010000,NYC GEOG DIST # 8 - BRONX,02,Female,13717,906,862,810,760
2017-18,10/11/2018,BRONX,320800010000,NYC GEOG DIST # 8 - BRONX,03,Male,14474,1067,946,856,789
2017-18,10/11/2018,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,02,Female,17428,1172,1088,951,934
2017-18,10/11/2018,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,03,Male,17950,1178,1117,859,880
2017-18,10/11/2018,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,02,Female,27453,2066,2017,1686,1656
2017-18,10/11/2018,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,03,Male,28692,2359,2216,1856,1701
2017-18,10/11/2018,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,02,Female,19300,1047,985,937,875
2017-18,10/11/2018,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,03,Male,21040,1497,1324,1014,969
2017-18,10/11/2018,BRONX,321200010000,NYC GEOG DIST #12 - BRONX,02,Female,11359,642,742,671,678
2017-18,10/11/2018,BRONX,321200010000,NYC GEOG DIST #12 - BRONX,03,Male,11866,802,796,716,713
2017-18,10/11/2018,KINGS,331300010000,NYC GEOG DIST #13 - BROOKLYN,02,Female,9987,1274,1329,1272,1165
2017-18,10/11/2018,KINGS,331300010000,NYC GEOG DIST #13 - BROOKLYN,03,Male,11282,1747,1732,1468,1410
2017-18,10/11/2018,KINGS,331400010000,NYC GEOG DIST #14 - BROOKLYN,02,Female,8885,736,741,552,640
2017-18,10/11/2018,KINGS,331400010000,NYC GEOG DIST #14 - BROOKLYN,03,Male,9649,964,934,761,846
2017-18,10/11/2018,KINGS,331500010000,NYC GEOG DIST #15 - BROOKLYN,02,Female,16508,857,852,770,764
2017-18,10/11/2018,KINGS,331500010000,NYC GEOG DIST #15 - BROOKLYN,03,Male,16285,737,818,646,656
2017-18,10/11/2018,KINGS,331600010000,NYC GEOG DIST #16 - BROOKLYN,02,Female,3105,169,183,178,192
2017-18,10/11/2018,KINGS,331600010000,NYC GEOG DIST #16 - BROOKLYN,03,Male,3494,280,237,226,320
2017-18,10/11/2018,KINGS,331700010000,NYC GEOG DIST #17 - BROOKLYN,02,Female,10965,1005,943,844,942
2017-18,10/11/2018,KINGS,331700010000,NYC GEOG DIST #17 - BROOKLYN,03,Male,11063,892,913,877,862
2017-18,10/11/2018,KINGS,331800010000,NYC GEOG DIST #18 - BROOKLYN,02,Female,7448,452,482,402,505
2017-18,10/11/2018,KINGS,331800010000,NYC GEOG DIST #18 - BROOKLYN,03,Male,7877,568,599,497,582
2017-18,10/11/2018,KINGS,331900010000,NYC GEOG DIST #19 - BROOKLYN,02,Female,10828,583,674,490,470
2017-18,10/11/2018,KINGS,331900010000,NYC GEOG DIST #19 - BROOKLYN,03,Male,11505,832,774,623,588
2017-18,10/11/2018,KINGS,332000010000,NYC GEOG DIST #20 - BROOKLYN,02,Female,25920,1564,1568,1279,1407
2017-18,10/11/2018,KINGS,332000010000,NYC GEOG DIST #20 - BROOKLYN,03,Male,27847,2005,1890,1399,1528
2017-18,10/11/2018,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,02,Female,17993,1470,1477,1211,1269
2017-18,10/11/2018,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,03,Male,18986,1743,1629,1202,1328
2017-18,10/11/2018,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,02,Female,17774,1386,1325,1218,1141
2017-18,10/11/2018,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,03,Male,18221,1387,1326,1121,1034
2017-18,10/11/2018,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,02,Female,4352,85,141,122,186
2017-18,10/11/2018,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,03,Male,5088,204,239,219,315
2017-18,10/11/2018,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,02,Female,5526,240,282,258,296
2017-18,10/11/2018,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,03,Male,5827,296,288,267,360
2017-18,10/11/2018,QUEENS,342400010000,NYC GEOG DIST #24 - QUEENS,02,Female,28879,1658,1468,1363,1473
2017-18,10/11/2018,QUEENS,342400010000,NYC GEOG DIST #24 - QUEENS,03,Male,31908,2232,2012,1775,1915
2017-18,10/11/2018,QUEENS,342500010000,NYC GEOG DIST #25 - QUEENS,02,Female,19227,1424,1343,1241,1122
2017-18,10/11/2018,QUEENS,342500010000,NYC GEOG DIST #25 - QUEENS,03,Male,19932,1483,1268,1157,1033
2017-18,10/11/2018,QUEENS,342600010000,NYC GEOG DIST #26 - QUEENS,02,Female,15918,1837,1660,1659,1614
2017-18,10/11/2018,QUEENS,342600010000,NYC GEOG DIST #26 - QUEENS,03,Male,16904,2051,1734,1703,1620
2017-18,10/11/2018,QUEENS,342700010000,NYC GEOG DIST #27  - QUEENS,02,Female,21575,1338,1145,920,1072
2017-18,10/11/2018,QUEENS,342700010000,NYC GEOG DIST #27  - QUEENS,03,Male,23353,1668,1429,1117,1190
2017-18,10/11/2018,QUEENS,342800010000,NYC GEOG DIST #28 - QUEENS,02,Female,20907,1913,1868,1809,1855
2017-18,10/11/2018,QUEENS,342800010000,NYC GEOG DIST #28 - QUEENS,03,Male,21412,2011,1931,1717,1731
2017-18,10/11/2018,QUEENS,342900010000,NYC GEOG DIST #29 - QUEENS,02,Female,13474,431,518,498,590
2017-18,10/11/2018,QUEENS,342900010000,NYC GEOG DIST #29 - QUEENS,03,Male,14272,588,608,557,577
2017-18,10/11/2018,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,02,Female,20168,1403,1336,1081,1120
2017-18,10/11/2018,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,03,Male,20723,1494,1380,1098,1147
2017-18,10/11/2018,RICHMOND,353100010000,NYC GEOG DIST #31 - SI,02,Female,30502,2380,2352,2061,1909
2017-18,10/11/2018,RICHMOND,353100010000,NYC GEOG DIST #31 - SI,03,Male,31729,2521,2386,2101,2021
2016-17,10/2/2017,NEW YORK,307500010000,NYC SPEC SCHOOLS - DIST 75,02,Female,6400,197,192,91,101
2016-17,10/2/2017,NEW YORK,307500010000,NYC SPEC SCHOOLS - DIST 75,03,Male,17469,517,354,207,244
2016-17,10/2/2017,NEW YORK,310100010000,NYC GEOG DIST # 1 - MANHATTAN,02,Female,5672,342,456,388,444
2016-17,10/2/2017,NEW YORK,310100010000,NYC GEOG DIST # 1 - MANHATTAN,03,Male,5899,310,462,392,388
2016-17,10/2/2017,NEW YORK,310200010000,NYC GEOG DIST # 2 - MANHATTAN,02,Female,32845,5388,4930,4723,4352
2016-17,10/2/2017,NEW YORK,310200010000,NYC GEOG DIST # 2 - MANHATTAN,03,Male,29699,4483,4099,3780,3572
2016-17,10/2/2017,NEW YORK,310300010000,NYC GEOG DIST # 3 - MANHATTAN,02,Female,11985,1350,1408,1232,1192
2016-17,10/2/2017,NEW YORK,310300010000,NYC GEOG DIST # 3 - MANHATTAN,03,Male,10384,852,928,850,875
2016-17,10/2/2017,NEW YORK,310400010000,NYC GEOG DIST # 4 - MANHATTAN,02,Female,6874,515,526,494,500
2016-17,10/2/2017,NEW YORK,310400010000,NYC GEOG DIST # 4 - MANHATTAN,03,Male,6616,426,402,386,394
2016-17,10/2/2017,NEW YORK,310500010000,NYC GEOG DIST # 5 - MANHATTAN,02,Female,5610,475,434,410,425
2016-17,10/2/2017,NEW YORK,310500010000,NYC GEOG DIST # 5 - MANHATTAN,03,Male,6220,588,479,440,454
2016-17,10/2/2017,NEW YORK,310600010000,NYC GEOG DIST # 6 - MANHATTAN,02,Female,11415,761,722,577,521
2016-17,10/2/2017,NEW YORK,310600010000,NYC GEOG DIST # 6 - MANHATTAN,03,Male,11878,804,755,632,573
2016-17,10/2/2017,BRONX,320700010000,NYC GEOG DIST # 7 - BRONX,02,Female,9214,825,877,727,747
2016-17,10/2/2017,BRONX,320700010000,NYC GEOG DIST # 7 - BRONX,03,Male,10415,1051,1104,851,844
2016-17,10/2/2017,BRONX,320800010000,NYC GEOG DIST # 8 - BRONX,02,Female,14059,913,908,813,830
2016-17,10/2/2017,BRONX,320800010000,NYC GEOG DIST # 8 - BRONX,03,Male,14669,1080,1038,818,739
2016-17,10/2/2017,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,02,Female,17774,1121,1122,957,937
2016-17,10/2/2017,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,03,Male,18423,1170,1070,929,950
2016-17,10/2/2017,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,02,Female,27691,2118,1923,1755,1640
2016-17,10/2/2017,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,03,Male,29101,2397,2171,1868,1718
2016-17,10/2/2017,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,02,Female,19288,1079,1036,895,832
2016-17,10/2/2017,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,03,Male,21128,1468,1395,997,993
2016-17,10/2/2017,BRONX,321200010000,NYC GEOG DIST #12 - BRONX,02,Female,11705,745,815,648,678
2016-17,10/2/2017,BRONX,321200010000,NYC GEOG DIST #12 - BRONX,03,Male,12119,874,831,744,658
2016-17,10/2/2017,KINGS,331300010000,NYC GEOG DIST #13 - BROOKLYN,02,Female,10136,1323,1351,1184,1234
2016-17,10/2/2017,KINGS,331300010000,NYC GEOG DIST #13 - BROOKLYN,03,Male,11130,1745,1613,1391,1360
2016-17,10/2/2017,KINGS,331400010000,NYC GEOG DIST #14 - BROOKLYN,02,Female,9197,729,708,696,652
2016-17,10/2/2017,KINGS,331400010000,NYC GEOG DIST #14 - BROOKLYN,03,Male,10113,991,1012,954,808
2016-17,10/2/2017,KINGS,331500010000,NYC GEOG DIST #15 - BROOKLYN,02,Female,16471,885,871,775,709
2016-17,10/2/2017,KINGS,331500010000,NYC GEOG DIST #15 - BROOKLYN,03,Male,16129,807,762,636,600
2016-17,10/2/2017,KINGS,331600010000,NYC GEOG DIST #16 - BROOKLYN,02,Female,3302,191,199,207,174
2016-17,10/2/2017,KINGS,331600010000,NYC GEOG DIST #16 - BROOKLYN,03,Male,3669,281,248,285,298
2016-17,10/2/2017,KINGS,331700010000,NYC GEOG DIST #17 - BROOKLYN,02,Female,11453,971,949,954,895
2016-17,10/2/2017,KINGS,331700010000,NYC GEOG DIST #17 - BROOKLYN,03,Male,11592,923,968,838,888
2016-17,10/2/2017,KINGS,331800010000,NYC GEOG DIST #18 - BROOKLYN,02,Female,7847,489,505,451,518
2016-17,10/2/2017,KINGS,331800010000,NYC GEOG DIST #18 - BROOKLYN,03,Male,8217,606,609,548,590
2016-17,10/2/2017,KINGS,331900010000,NYC GEOG DIST #19 - BROOKLYN,02,Female,10873,637,596,483,440
2016-17,10/2/2017,KINGS,331900010000,NYC GEOG DIST #19 - BROOKLYN,03,Male,11891,837,781,621,571
2016-17,10/2/2017,KINGS,332000010000,NYC GEOG DIST #20 - BROOKLYN,02,Female,25904,1580,1571,1373,1309
2016-17,10/2/2017,KINGS,332000010000,NYC GEOG DIST #20 - BROOKLYN,03,Male,27916,1937,1963,1452,1513
2016-17,10/2/2017,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,02,Female,17956,1524,1508,1295,1158
2016-17,10/2/2017,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,03,Male,18808,1692,1730,1376,1208
2016-17,10/2/2017,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,02,Female,17766,1336,1298,1125,1144
2016-17,10/2/2017,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,03,Male,18160,1317,1360,1018,1051
2016-17,10/2/2017,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,02,Female,4423,91,131,138,193
2016-17,10/2/2017,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,03,Male,5109,215,247,243,292
2016-17,10/2/2017,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,02,Female,5916,261,318,256,263
2016-17,10/2/2017,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,03,Male,6159,291,347,280,287
2016-17,10/2/2017,QUEENS,342400010000,NYC GEOG DIST #24 - QUEENS,02,Female,29016,1544,1533,1391,1354
2016-17,10/2/2017,QUEENS,342400010000,NYC GEOG DIST #24 - QUEENS,03,Male,32196,2170,2122,1737,1778
2016-17,10/2/2017,QUEENS,342500010000,NYC GEOG DIST #25 - QUEENS,02,Female,19065,1431,1398,1218,1070
2016-17,10/2/2017,QUEENS,342500010000,NYC GEOG DIST #25 - QUEENS,03,Male,19646,1468,1286,1156,986
2016-17,10/2/2017,QUEENS,342600010000,NYC GEOG DIST #26 - QUEENS,02,Female,15936,1900,1709,1703,1505
2016-17,10/2/2017,QUEENS,342600010000,NYC GEOG DIST #26 - QUEENS,03,Male,16829,2112,1786,1784,1400
2016-17,10/2/2017,QUEENS,342700010000,NYC GEOG DIST #27  - QUEENS,02,Female,21780,1229,1082,1009,995
2016-17,10/2/2017,QUEENS,342700010000,NYC GEOG DIST #27  - QUEENS,03,Male,23512,1573,1410,1191,1142
2016-17,10/2/2017,QUEENS,342800010000,NYC GEOG DIST #28 - QUEENS,02,Female,20816,1952,1959,1856,1725
2016-17,10/2/2017,QUEENS,342800010000,NYC GEOG DIST #28 - QUEENS,03,Male,21372,2010,1965,1776,1664
2016-17,10/2/2017,QUEENS,342900010000,NYC GEOG DIST #29 - QUEENS,02,Female,13639,473,551,555,486
2016-17,10/2/2017,QUEENS,342900010000,NYC GEOG DIST #29 - QUEENS,03,Male,14414,576,645,566,522
2016-17,10/2/2017,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,02,Female,20328,1415,1202,1070,1090
2016-17,10/2/2017,QUEENS,343000010000,NYC GEOG DIST #30 - QUEENS,03,Male,20884,1509,1325,1036,1074
2016-17,10/2/2017,RICHMOND,353100010000,NYC GEOG DIST #31 - SI,02,Female,30488,2477,2256,2026,1830
2016-17,10/2/2017,RICHMOND,353100010000,NYC GEOG DIST #31 - SI,03,Male,32069,2637,2296,2154,1981
